ListingCreationDate,Term,LoanStatus,ClosedDate,BorrowerAPR,BorrowerRate,LenderYield,ProsperRating (Alpha),ProsperScore,ListingCategory (numeric),BorrowerState,Occupation,EmploymentStatus,AmountDelinquent,StatedMonthlyIncome,LoanCurrentDaysDelinquent,LoanOriginalAmount,LoanOriginationDate,LoanOriginationQuarter,MonthlyLoanPayment,LP_InterestandFees,Investors
2013-10-23 08:48:01.483000000,36,Current,,0.33215,0.2925,0.2825,E,2,1,KY,Skilled Labor,Employed,0,4166.666667,0,4000,25-10-2013 0.00,Q4 2013,168.17,383.74,5
2008-06-23 10:23:19.637000000,36,Completed,02-07-2011 0.00,0.21679,0.1945,0.1845,,,3,CT,Sales - Commission,Full-time,0,3333.333333,0,3000,02-07-2008 0.00,Q3 2008,108.52,985.52,90
2013-12-30 09:12:58.487000000,36,Current,,0.21648,0.1795,0.1695,C,4,1,WI,Construction,Employed,0,1416.666667,0,4000,08-01-2014 0.00,Q1 2014,144.51,59.0129,1
2012-03-16 09:22:33.393000000,36,Defaulted,20-09-2012 0.00,0.33973,0.2999,0.2899,E,3,6,KY,Military Enlisted,Employed,1890,3750,121,3000,21-03-2012 0.00,Q1 2012,127.34,103.52,31
2012-03-22 19:11:18.370000000,36,Past Due (1-15 days),,0.33973,0.2999,0.2899,E,3,2,KY,Other,Other,0,1835.416667,11,2500,27-03-2012 0.00,Q1 2012,106.12,1127.33,25
2009-09-16 20:52:27.963000000,36,Completed,30-09-2011 0.00,0.12198,0.1009,0.0909,A,9,3,MD,Accountant/CPA,Full-time,0,4833.333333,0,5000,20-10-2009 0.00,Q4 2009,161.55,702.8,255
2013-07-30 11:02:34.510000000,60,Current,,0.26877,0.2432,0.2332,D,4,1,UT,Truck Driver,Employed,0,4423.333333,0,9000,07-08-2013 0.00,Q3 2013,260.59,1079.07,8
2008-04-12 07:33:07.707000000,36,Chargedoff,23-11-2008 0.00,0.15882,0.1445,0.1345,,,7,AZ,Analyst,Full-time,250,4750,2057,2500,22-04-2008 0.00,Q2 2008,85.99,59.68,85
2014-01-02 10:13:23.623000000,60,Current,,0.1963,0.1725,0.1625,C,4,1,OH,Fireman,Employed,1423,6653.916667,0,20000,06-01-2014 0.00,Q1 2014,499.74,283.5579,1
2012-10-15 10:01:53.850000000,36,Current,,0.2878,0.2492,0.2392,D,7,18,IL,Sales - Commission,Employed,0,3750,0,3500,24-10-2012 0.00,Q4 2012,139.01,1035.95,37
2013-08-31 18:31:10.420000000,36,Current,,0.20053,0.1639,0.1539,B,6,1,WA,Tradesman - Mechanic,Employed,0,9416.666667,0,22000,12-09-2013 0.00,Q3 2013,777.7,1537.76,113
2006-08-16 09:43:10.867000000,36,Completed,04-12-2006 0.00,0.09939,0.0925,0.085,,,0,,,,,0.083333,0,4000,29-08-2006 0.00,Q3 2006,127.66,83.24,67
2009-09-04 13:01:25.240000000,36,Completed,17-03-2010 0.00,0.09191,0.0712,0.0612,AA,10,6,OK,Professional,Full-time,0,4169.333333,0,2200,22-09-2009 0.00,Q3 2009,68.05,46.49,132
2013-12-23 09:15:39.263000000,36,Current,,0.09434,0.0809,0.0709,AA,8,1,IL,Accountant/CPA,Employed,0,10000,0,10000,31-12-2013 0.00,Q4 2013,313.78,129.11,121
2014-02-25 04:40:18.983000000,36,Current,,0.28943,0.2504,0.2404,E,2,1,NY,Professional,Employed,0,7166.666667,0,3333,27-02-2014 0.00,Q1 2014,132.59,0,32
2008-06-12 11:59:55.217000000,36,Completed,21-04-2011 0.00,0.08641,0.083,0.073,,,7,CO,Professional,Full-time,0,5833.333333,0,6500,19-05-2010 0.00,Q2 2010,204.59,435.36,290
2012-08-23 09:40:29.013000000,60,Current,,0.28324,0.2573,0.2473,D,6,2,NY,Executive,Employed,0,6500,0,7500,28-08-2012 0.00,Q3 2012,223.36,2671.36,17
2013-10-21 12:51:17.917000000,36,Current,,0.24614,0.2085,0.1985,D,3,7,MI,Skilled Labor,Employed,0,4583.333333,0,10000,30-10-2013 0.00,Q4 2013,375.98,664.7077,1
2013-11-03 17:07:05.510000000,60,Current,,0.26333,0.2379,0.2279,D,4,1,MN,Skilled Labor,Employed,0,6250,0,15000,29-11-2013 0.00,Q4 2013,429.69,881.72,23
2013-10-06 16:36:13.303000000,60,Current,,0.21115,0.187,0.177,C,3,1,MN,Teacher,Employed,0,6500,0,15000,23-10-2013 0.00,Q4 2013,386.64,930.15,81
2012-04-24 12:50:16.713000000,60,Completed,04-09-2013 0.00,0.20705,0.183,0.173,B,7,3,CA,Computer Programmer,Employed,0,6333.333333,0,15000,30-04-2012 0.00,Q2 2012,383.35,3450.34,149
2008-08-27 19:10:29.600000000,36,Completed,10-09-2011 0.00,0.18454,0.17,0.16,,,1,PA,Professional,Full-time,0,8500,0,5500,10-09-2008 0.00,Q3 2008,196.09,1557.4,58
2012-08-21 09:39:37.033000000,36,Chargedoff,14-12-2013 0.00,0.35797,0.3177,0.3077,HR,5,3,NY,Food Service,Employed,0,2500,208,4000,14-09-2012 0.00,Q3 2012,173.71,1004.75,22
2014-02-12 16:31:25.340000000,36,Current,,0.09469,0.0809,0.0709,AA,11,6,OR,Tradesman - Mechanic,Employed,15599,6666.666667,0,5500,14-02-2014 0.00,Q1 2014,172.58,14.631,1
2010-03-01 18:58:43.087000000,36,Completed,21-01-2011 0.00,0.23808,0.2155,0.2055,C,8,2,OR,Analyst,Full-time,0,3493.75,0,3000,12-03-2010 0.00,Q1 2010,113.87,285.08,146
2014-01-30 09:07:03.803000000,60,Current,,0.16662,0.1435,0.1335,B,6,1,KS,Military Officer,Employed,0,8458.333333,0,12475,04-02-2014 0.00,Q1 2014,292.54,137.33,4
2013-12-20 14:57:44.580000000,36,Current,,0.17151,0.1355,0.1255,B,4,1,CA,,Other,0,2429.166667,0,4000,26-12-2013 0.00,Q4 2013,135.84,91.03,2
2006-06-03 07:46:36.343000000,36,Completed,09-01-2007 0.00,0.08483,0.078,0.073,,,0,CA,,,,7500,0,3000,13-06-2006 0.00,Q2 2006,93.73,103.16,93
2012-11-16 11:34:51.943000000,36,Current,,0.09484,0.0814,0.0714,AA,8,1,SC,Other,Other,0,4166.666667,0,12500,28-11-2012 0.00,Q4 2012,392.51,1046.76,134
2007-06-18 05:31:07.360000000,36,Completed,03-07-2008 0.00,0.16436,0.15,0.12,,,0,IL,Other,Full-time,824,4958.333333,0,2000,22-06-2007 0.00,Q2 2007,69.33,233.1,1
2010-03-19 13:48:25.113000000,36,Completed,30-03-2013 0.00,0.09643,0.093,0.083,AA,8,3,CA,Other,Full-time,0,5250,0,9000,30-03-2010 0.00,Q1 2010,283.91,1352.12,413
2013-11-04 06:51:01.500000000,36,Current,,0.35356,0.3134,0.3034,HR,2,7,FL,Executive,Employed,3544,4800,0,3500,06-11-2013 0.00,Q4 2013,151.16,268.6448,1
2014-02-05 06:33:15.983000000,60,Current,,0.20347,0.1795,0.1695,C,4,1,MS,Medical Technician,Employed,0,6666.666667,0,15000,07-02-2014 0.00,Q1 2014,380.49,0,1
2013-09-11 11:36:42.910000000,36,Current,,0.2129,0.176,0.166,C,7,1,MD,Executive,Employed,0,10000,0,4500,13-09-2013 0.00,Q3 2013,161.78,317.55,30
2014-03-04 15:03:37.650000000,36,Current,,0.13734,0.1089,0.0989,A,6,1,IN,Professor,Employed,0,7220.583333,0,9310,06-03-2014 0.00,Q1 2014,304.31,0,1
2012-04-14 05:39:18.747000000,36,Completed,26-07-2012 0.00,0.28851,0.2499,0.2399,D,5,7,FL,Other,Not employed,0,0,0,10000,17-04-2012 0.00,Q2 2012,397.55,669.17,161
2010-03-16 08:32:10.933000000,36,Completed,23-01-2012 0.00,0.11296,0.092,0.082,A,9,3,GA,Tradesman - Mechanic,Full-time,0,5586.5,0,6500,25-03-2010 0.00,Q1 2010,207.3,740.71,209
2006-07-13 07:14:35.017000000,36,Chargedoff,27-11-2008 0.00,0.24753,0.24,0.235,,,0,,Other,Not available,,5833.333333,2053,10000,26-07-2006 0.00,Q3 2006,392.33,3416.86,101
2007-03-22 11:42:31.423000000,36,Completed,13-09-2007 0.00,0.10642,0.0995,0.0945,,,0,WA,Skilled Labor,Full-time,0,3616.083333,0,15000,03-04-2007 0.00,Q2 2007,483.66,631.12,430
2013-01-22 10:23:00.253000000,36,Current,,0.09988,0.0864,0.0764,AA,10,1,MS,Teacher,Employed,0,7083.333333,0,3600,24-01-2013 0.00,Q1 2013,113.88,286.31,73
2014-01-02 10:52:07.320000000,60,Current,,0.21832,0.194,0.184,C,4,1,CA,Postal Service,Employed,0,5416.666667,0,12000,07-01-2014 0.00,Q1 2014,313.93,191.3419,1
2014-01-08 14:27:50.320000000,36,Current,,0.32446,0.285,0.275,E,3,3,WA,Sales - Commission,Employed,0,6250,0,4000,16-01-2014 0.00,Q1 2014,166.54,96.82,5
2012-05-09 23:49:41.610000000,36,Current,,0.18316,0.1469,0.1369,B,6,7,GA,Social Worker,Employed,0,6250,0,2900,14-05-2012 0.00,Q2 2012,100.09,568.02,48
2006-12-20 10:19:22.643000000,36,Completed,23-05-2007 0.00,0.24856,0.24,0.235,,,0,,Other,Not available,,3333.333333,0,2200,28-12-2006 0.00,Q4 2006,86.31,203.26,19
2011-12-16 03:50:25.970000000,36,Defaulted,20-08-2012 0.00,0.34731,0.3073,0.2973,E,1,2,MN,Postal Service,Employed,0,4583.333333,170,5500,20-12-2011 0.00,Q4 2011,235.69,414.42,45
2013-12-13 03:54:33.400000000,36,Current,,0.23438,0.197,0.187,C,3,1,FL,Other,Employed,0,2841.916667,0,7500,30-12-2013 0.00,Q4 2013,277.58,236.4521,1
2013-11-16 20:10:13.297000000,36,Current,,0.33215,0.2925,0.2825,E,3,2,NC,Sales - Retail,Employed,2617,3333.333333,0,4000,20-11-2013 0.00,Q4 2013,168.17,289.57,33
2012-04-20 13:37:22.147000000,36,Current,,0.25259,0.2148,0.2048,C,7,2,WI,Computer Programmer,Employed,0,5333.333333,0,13500,02-05-2012 0.00,Q2 2012,511.95,4059.81,24
2012-11-16 11:07:50.140000000,36,Current,,0.13697,0.1089,0.0989,A,8,7,LA,Attorney,Employed,0,6000,0,2000,20-11-2012 0.00,Q4 2012,65.37,230.32,28
2006-11-16 00:31:16.370000000,36,Defaulted,22-06-2007 0.00,0.2659,0.25,0.235,,,0,MO,Military Enlisted,Not available,,200,184,1200,21-11-2006 0.00,Q4 2006,47.71,71.81,14
2010-07-29 16:13:12.967000000,36,Defaulted,10-05-2012 0.00,0.27119,0.2365,0.2265,C,6,1,CA,Teacher,Self-employed,0,3333.333333,150,6000,09-08-2010 0.00,Q3 2010,234.3,1593.21,243
2012-02-03 05:13:30.487000000,36,Chargedoff,15-09-2013 0.00,0.35797,0.3177,0.3077,HR,5,2,MD,Other,Not employed,0,0,298,4000,16-02-2012 0.00,Q1 2012,173.71,1297.29,45
2013-08-16 15:29:16.643000000,36,Current,,0.20462,0.1679,0.1579,B,4,14,OH,Other,Other,0,4583.333333,0,3500,22-08-2013 0.00,Q3 2013,124.42,280,11
2007-10-18 11:43:03.710000000,36,Completed,03-09-2010 0.00,0.19835,0.18,0.17,,,0,MN,Other,Retired,0,1000,0,1000,31-10-2007 0.00,Q4 2007,36.15,283.18,13
2013-12-29 21:01:37.923000000,60,Current,,0.18197,0.1585,0.1485,C,8,2,NJ,Sales - Commission,Employed,0,9500,0,24800,03-01-2014 0.00,Q1 2014,601.11,632.14,303
2013-10-23 13:26:50.810000000,60,Current,,0.19988,0.176,0.166,C,6,1,TX,Professional,Employed,0,7666.666667,0,15000,25-10-2013 0.00,Q4 2013,377.64,868.3771,1
2006-10-27 08:42:58.807000000,36,Defaulted,30-06-2007 0.00,0.30781,0.3,0.28,,,0,CA,Analyst,Not available,,3750,174,10000,01-11-2006 0.00,Q4 2006,424.52,705.52,14
2013-06-08 14:37:10.643000000,60,Current,,0.29998,0.2736,0.2636,D,4,1,VA,Military Enlisted,Employed,0,5833.333333,0,15000,20-06-2013 0.00,Q2 2013,461.26,2675.11,151
2006-05-31 23:48:17.177000000,36,Defaulted,08-10-2007 0.00,0.23937,0.23,0.225,,,0,AZ,,,,2500,199,2000,09-06-2006 0.00,Q2 2006,77.42,416.18,13
2011-10-16 20:06:33.797000000,36,Completed,04-06-2013 0.00,0.2951,0.2599,0.2499,D,5,7,KY,Other,Employed,0,4166.666667,0,3800,24-10-2011 0.00,Q4 2011,153.08,1285.37,48
2013-05-05 11:40:11.030000000,60,Current,,0.20081,0.1769,0.1669,B,5,1,TX,Nurse (RN),Employed,0,6666.666667,0,15000,17-05-2013 0.00,Q2 2013,378.38,1917.9001,1
2012-10-18 14:53:24.960000000,60,Current,,0.15752,0.1346,0.1246,A,9,19,NY,Other,Employed,0,33333.33333,0,25000,29-10-2012 0.00,Q4 2012,574.73,4071.49,34
2011-12-19 11:42:40.680000000,36,Completed,22-06-2012 0.00,0.19108,0.1621,0.1521,B,8,1,FL,Waiter/Waitress,Employed,0,2083.333333,0,3000,22-12-2011 0.00,Q4 2011,105.78,110.03,58
2010-08-01 08:26:42.480000000,36,Completed,09-08-2013 0.00,0.29265,0.2575,0.2475,D,8,7,NY,Professional,Employed,0,10000,0,3000,09-08-2010 0.00,Q3 2010,0,1522.2,53
2014-02-16 15:12:04.733000000,36,Current,,0.11599,0.0879,0.0779,A,10,1,NC,Civil Service,Employed,0,9583.333333,0,13000,19-02-2014 0.00,Q1 2014,412.13,0,1
2011-09-25 12:50:57.160000000,36,Chargedoff,29-11-2013 0.00,0.35643,0.3199,0.3099,HR,2,3,VA,Executive,Employed,0,5500,223,4000,30-09-2011 0.00,Q3 2011,174.2,1789.85,13
2007-08-30 20:56:07.907000000,36,Completed,24-03-2009 0.00,0.15713,0.15,0.14,,,0,CA,Other,Self-employed,0,6666.666667,0,20000,13-09-2007 0.00,Q3 2007,693.31,2851.32,210
2013-06-18 09:42:57.247000000,36,Current,,0.22712,0.1899,0.1799,C,5,1,MA,Medical Technician,Employed,0,3750,0,10000,28-06-2013 0.00,Q2 2013,366.51,1173.5273,1
2013-09-12 11:26:34.307000000,36,Current,,0.12274,0.0949,0.0849,A,8,1,MO,Other,Employed,0,5833.333333,0,20000,16-09-2013 0.00,Q3 2013,640.57,751.44,1
2012-02-08 17:50:27.123000000,60,Current,,0.27246,0.2468,0.2368,C,7,7,OK,Teacher,Employed,0,5000,0,10000,13-02-2012 0.00,Q1 2012,291.64,4368.09,75
2014-01-22 08:54:40.640000000,36,Current,,0.07922,0.0659,0.0559,AA,10,1,KS,Other,Employed,0,13750,0,10000,27-01-2014 0.00,Q1 2014,306.9,55.97,178
2006-03-25 13:09:11.680000000,36,Defaulted,29-06-2007 0.00,0.27767,0.27,0.2575,,,0,,,,,9166.666667,177,7500,29-03-2006 0.00,Q1 2006,306.19,1530.25,57
2014-02-14 04:21:39.483000000,60,Current,,0.1858,0.162,0.152,C,7,1,FL,Retail Management,Employed,0,3000,0,7000,20-02-2014 0.00,Q1 2014,170.97,0,1
2012-05-24 19:06:52.700000000,60,Current,,0.23318,0.2085,0.1985,B,8,1,AZ,Other,Employed,0,17500,0,15000,05-06-2012 0.00,Q2 2012,404.54,4697.02,15
2013-07-01 07:47:29.883000000,36,Current,,0.3179,0.2786,0.2686,E,2,15,WV,Accountant/CPA,Employed,0,7916.666667,0,4000,03-07-2013 0.00,Q3 2013,165.15,619.03,59
2007-07-10 03:51:12.743000000,36,Completed,20-07-2010 0.00,0.16607,0.1589,0.1489,,,0,GA,Analyst,Full-time,0,5438.333333,0,8000,03-08-2007 0.00,Q3 2007,280.82,2095.37,198
2013-11-03 11:50:47.500000000,60,Current,,0.19681,0.173,0.163,C,7,1,OH,Other,Employed,0,4166.666667,0,15000,06-11-2013 0.00,Q4 2013,375.21,639.9104,1
2012-03-29 13:15:19.087000000,36,Current,,0.35797,0.3177,0.3077,HR,4,7,OK,Professional,Employed,0,3708.333333,0,4000,12-04-2012 0.00,Q2 2012,173.71,1979.95,53
2007-02-26 10:25:18.177000000,36,Defaulted,29-01-2009 0.00,0.16184,0.1499,0.1449,,,0,AZ,Sales - Commission,Full-time,0,3166.666667,883,1500,28-02-2007 0.00,Q1 2007,51.99,303.89,13
2013-06-16 16:02:05.693000000,60,Current,,0.24282,0.2179,0.2079,C,5,1,VA,Professional,Employed,0,5416.666667,0,10000,20-06-2013 0.00,Q2 2013,275,1407.2601,1
2006-12-21 23:33:22.780000000,36,Defaulted,07-12-2007 0.00,0.18726,0.18,0.175,,,0,GA,Realtor,Not available,,7500,1734,9999,08-01-2007 0.00,Q1 2007,361.49,892.42,78
2013-05-07 09:59:20.633000000,36,Current,,0.3179,0.2786,0.2686,E,2,1,TX,Investor,Self-employed,0,4500,0,4000,10-05-2013 0.00,Q2 2013,165.15,778.85,50
2006-12-04 08:18:38.707000000,36,Defaulted,08-05-2007 0.00,0.29776,0.29,0.275,,,0,GA,Food Service,Not available,,1666.666667,228,3001,07-12-2006 0.00,Q4 2006,125.76,0,32
2013-03-07 15:46:17.840000000,36,Chargedoff,18-01-2014 0.00,0.19236,0.1559,0.1459,B,4,1,WA,Other,Self-employed,0,4416.666667,173,10000,18-03-2013 0.00,Q1 2013,349.55,457.01,180
2010-01-06 16:51:18.450000000,36,Completed,19-11-2012 0.00,0.21933,0.197,0.187,C,9,1,NY,Professional,Full-time,0,12500,0,5500,25-01-2010 0.00,Q1 2010,203.56,1813.6,278
2007-03-30 12:12:04.140000000,36,Defaulted,12-08-2008 0.00,0.30564,0.29,0.26,,,0,TX,Police Officer/Correction Officer,Full-time,5460,3744.333333,1942,4000,13-04-2007 0.00,Q2 2007,167.62,1045.49,52
2013-05-20 14:27:47.717000000,60,Current,,0.15629,0.1334,0.1234,A,8,2,NC,Other,Employed,0,5391.583333,0,15000,24-05-2013 0.00,Q2 2013,343.91,1440.14,1
2007-12-06 20:01:37.313000000,36,Defaulted,20-05-2009 0.00,0.1272,0.1202,0.1202,,,4,CA,Pharmacist,Full-time,0,12083.33333,94,25000,17-12-2007 0.00,Q4 2007,830.6,2797.73,280
2013-10-08 13:27:10.420000000,36,Completed,09-12-2013 0.00,0.13799,0.1099,0.0999,A,6,1,FL,Administrative Assistant,Employed,155,3000,0,7000,10-10-2013 0.00,Q4 2013,229.14,139.3523,1
2014-01-10 07:24:44.853000000,36,Current,,0.13799,0.1099,0.0999,A,11,1,WI,Sales - Commission,Employed,0,33333.33333,0,30000,15-01-2014 0.00,Q1 2014,982.02,270.9871,1
2012-10-25 17:48:30.273000000,36,Current,,0.23121,0.1939,0.1839,C,6,18,CA,Nurse (RN),Employed,14639,8333.333333,0,5000,31-10-2012 0.00,Q4 2012,184.27,1072.37,108
2007-02-28 10:45:44.153000000,36,Completed,07-07-2009 0.00,0.11749,0.1,0.09,,,0,NY,Other,Full-time,0,0.083333,0,1000,07-03-2007 0.00,Q1 2007,32.27,100.96,16
2013-12-03 12:40:58.390000000,36,Current,,0.20217,0.1655,0.1555,C,6,7,CA,Professional,Employed,0,11666.66667,0,15000,05-12-2013 0.00,Q4 2013,531.44,599.42,1
2013-11-16 10:16:15.020000000,60,Current,,0.21576,0.1915,0.1815,C,5,1,TX,Truck Driver,Employed,0,3416.666667,0,9000,27-11-2013 0.00,Q4 2013,234.21,425.2281,1
2014-01-31 11:25:41.830000000,36,Current,,0.22773,0.1905,0.1805,C,4,1,VA,,Other,0,1250,0,4000,12-02-2014 0.00,Q1 2014,146.73,0,1
2013-08-03 06:51:16.990000000,60,Completed,17-09-2013 0.00,0.14453,0.1219,0.1119,A,7,1,MI,Other,Employed,0,3666.666667,0,8000,08-08-2013 0.00,Q3 2013,178.72,103.9182,1
2014-01-21 17:51:08.917000000,36,Current,,0.09434,0.0809,0.0709,AA,8,1,CO,Skilled Labor,Employed,0,10000,0,12000,31-01-2014 0.00,Q1 2014,376.53,71.8103,1
2014-01-09 06:47:45.897000000,36,Current,,0.32446,0.285,0.275,E,2,1,AL,Other,Employed,0,2500,0,4000,23-01-2014 0.00,Q1 2014,166.54,93.6967,1
2012-12-08 09:12:52.747000000,36,Current,,0.27285,0.2346,0.2246,D,6,2,FL,Other,Other,188,2166.666667,0,3500,18-12-2012 0.00,Q4 2012,136.32,851.41,57
2013-07-20 13:22:43.030000000,60,Current,,0.16499,0.1419,0.1319,B,9,1,CA,Nurse (RN),Employed,0,10000,0,30000,25-07-2013 0.00,Q3 2013,701.01,2419.85,123
2013-10-12 07:35:59.317000000,60,Current,,0.20398,0.18,0.17,C,7,1,RI,Truck Driver,Employed,0,6250,0,15000,18-10-2013 0.00,Q4 2013,380.9,888.2727,1
2013-11-02 01:29:09.810000000,36,Current,,0.06726,0.0605,0.0505,AA,11,1,OR,Tradesman - Mechanic,Employed,0,4083.333333,0,9000,08-11-2013 0.00,Q4 2013,274,133.71,198
2013-12-09 14:15:34.323000000,36,Current,,0.19859,0.162,0.152,C,3,1,AR,,Other,0,2166.666667,0,4000,17-12-2013 0.00,Q4 2013,141.02,107.1147,1
2013-06-26 11:14:35.087000000,60,Current,,0.23462,0.2099,0.1999,C,5,2,CA,Other,Employed,0,4416.666667,0,15000,28-06-2013 0.00,Q2 2013,405.72,2031.824,1
2012-03-08 09:39:25.537000000,36,Completed,30-09-2013 0.00,0.11766,0.0899,0.0799,A,8,7,NY,Professional,Employed,0,6000,0,2000,13-03-2012 0.00,Q1 2012,63.59,216.84,43
2012-05-20 08:49:48.090000000,36,Completed,13-05-2013 0.00,0.28851,0.2499,0.2399,D,6,2,OH,Laborer,Employed,0,2291.666667,0,2000,29-05-2012 0.00,Q2 2012,79.51,427.7,28
2008-07-06 11:49:51.040000000,36,Completed,08-07-2011 0.00,0.37453,0.35,0.34,,,7,NJ,Administrative Assistant,Full-time,859,2702.916667,0,1100,08-07-2008 0.00,Q3 2008,47.66,693.45,10
2010-12-09 09:46:00.233000000,36,Completed,30-10-2012 0.00,0.35858,0.322,0.312,E,5,1,FL,Professional,Employed,0,4504.166667,0,7500,16-12-2010 0.00,Q4 2010,327.49,3535.23,96
2014-01-31 14:14:14.987000000,36,Current,,0.18633,0.15,0.14,B,4,1,NJ,Construction,Employed,162,5833.333333,0,20000,05-02-2014 0.00,Q1 2014,693.31,0,243
2013-06-21 12:19:50.243000000,36,Current,,0.33286,0.2932,0.2832,E,2,14,FL,Truck Driver,Employed,0,5250,0,4000,25-06-2013 0.00,Q2 2013,168.32,733.0368,1
2012-06-26 05:56:01.930000000,12,Completed,06-07-2013 0.00,0.11893,0.0817,0.0717,A,9,1,NY,Computer Programmer,Employed,0,8333.333333,0,10000,06-07-2012 0.00,Q3 2012,870.67,449.78,21
2013-03-18 03:19:11.170000000,60,Current,,0.25102,0.2259,0.2159,C,4,1,CA,Pharmacist,Employed,0,9166.666667,0,15000,27-03-2013 0.00,Q1 2013,419.33,2978.98,125
2006-07-14 12:32:33.113000000,36,Completed,25-07-2009 0.00,0.19582,0.1775,0.1725,,,0,,,,,2666.666667,0,1000,25-07-2006 0.00,Q3 2006,27.61,300.5,13
2009-10-27 18:33:52.867000000,36,Completed,13-01-2012 0.00,0.22593,0.201,0.191,C,10,1,FL,Administrative Assistant,Full-time,0,4333.333333,0,1500,04-11-2009 0.00,Q4 2009,55.82,445.12,59
2007-01-20 05:52:54.930000000,36,Chargedoff,25-09-2009 0.00,0.29776,0.29,0.285,,,0,GA,Teacher,Not available,,2750,1751,3001,24-01-2007 0.00,Q1 2007,125.76,1473.57,26
2006-06-11 22:52:38.063000000,36,Completed,03-11-2006 0.00,0.08857,0.08,0.075,,,0,WA,,,,6416.666667,0,2000,20-06-2006 0.00,Q2 2006,62.67,40.39,74
2006-10-26 21:24:37.090000000,36,Defaulted,12-08-2009 0.00,0.16647,0.1593,0.1493,,,0,IL,Other,Not available,,4583.333333,471,17500,13-11-2006 0.00,Q4 2006,614.64,3901.95,258
2006-12-09 16:15:23.210000000,36,Chargedoff,22-03-2008 0.00,0.29925,0.29,0.285,,,0,MO,Clerical,Not available,,2116.666667,2300,2100,22-12-2006 0.00,Q4 2006,88,481.16,23
2010-10-18 14:10:03.860000000,36,Completed,23-06-2011 0.00,0.31053,0.275,0.265,D,8,1,IL,Other,Employed,0,2583.333333,0,5000,25-10-2010 0.00,Q4 2010,205.47,740.31,139
2013-04-24 12:35:19.347000000,36,Current,,0.31032,0.2712,0.2612,E,2,1,MA,Other,Employed,0,2916.666667,0,4000,29-04-2013 0.00,Q2 2013,163.56,804.49,1
2009-12-18 13:45:45.153000000,36,Completed,15-01-2013 0.00,0.26079,0.2379,0.2279,D,7,7,AL,Computer Programmer,Full-time,0,2083.333333,0,3000,15-01-2010 0.00,Q1 2010,117.37,1223.04,94
2013-08-06 16:15:42.310000000,36,Current,,0.21434,0.1774,0.1674,C,4,7,NY,Computer Programmer,Employed,0,7083.333333,0,3000,12-08-2013 0.00,Q3 2013,108.07,252.3319,1
2014-02-12 07:04:36.607000000,36,Current,,0.14243,0.1139,0.1039,A,10,1,NY,Clerical,Employed,0,11416.66667,0,11000,20-02-2014 0.00,Q1 2014,362.16,0,1
2008-06-09 18:50:07.263000000,36,Completed,20-06-2011 0.00,0.16461,0.143,0.133,,,1,VA,Administrative Assistant,Full-time,0,1500,0,7000,20-06-2008 0.00,Q2 2008,238.86,1650.77,145
2008-02-04 00:10:59.960000000,36,Completed,07-07-2008 0.00,0.15651,0.135,0.125,,,1,CO,Sales - Retail,Full-time,0,1583.333333,0,1000,12-02-2008 0.00,Q1 2008,33.94,40.88,51
2011-10-12 04:39:41.180000000,36,Chargedoff,18-05-2012 0.00,0.35132,0.3149,0.3049,E,4,1,PA,Professional,Employed,512,2666.666667,783,6000,17-10-2011 0.00,Q4 2011,259.63,313.2,2
2008-08-19 02:24:04.430000000,36,Completed,28-11-2008 0.00,0.10336,0.0895,0.0795,,,2,OH,Other,Full-time,0,4833.333333,0,6000,28-08-2008 0.00,Q3 2008,190.66,132.06,213
2012-05-13 12:42:30.543000000,36,Chargedoff,16-07-2013 0.00,0.33553,0.2958,0.2858,E,6,1,MO,Police Officer/Correction Officer,Employed,0,3500,359,2500,16-05-2012 0.00,Q2 2012,105.55,517.91,24
2012-12-10 06:33:30.860000000,36,Current,,0.13138,0.1034,0.0934,A,7,6,NY,Professional,Employed,0,4000,0,7000,20-12-2012 0.00,Q4 2012,226.99,710.55,91
2007-10-18 18:24:17.333000000,36,Completed,29-10-2010 0.00,0.1911,0.182,0.172,,,0,MN,Food Service Management,Full-time,6465,3333.333333,0,2000,29-10-2007 0.00,Q4 2007,72.51,594.59,29
2012-06-23 09:04:46.863000000,36,Completed,30-11-2012 0.00,0.35797,0.3177,0.3077,HR,5,1,CO,Retail Management,Employed,0,2750,0,4000,03-07-2012 0.00,Q3 2012,173.71,437.11,86
2012-05-15 09:46:37.230000000,36,Chargedoff,31-08-2013 0.00,0.35797,0.3177,0.3077,HR,4,1,VA,Other,Employed,0,3750,313,4000,01-06-2012 0.00,Q2 2012,173.71,972.45,16
2011-06-07 16:19:15.993000000,36,Completed,29-11-2012 0.00,0.35643,0.3199,0.3099,E,4,1,MD,Other,Employed,0,5000,0,7500,22-06-2011 0.00,Q2 2011,326.62,2914.46,103
2012-10-08 10:14:03.727000000,36,Current,,0.27285,0.2346,0.2246,D,6,7,MS,Other,Employed,0,916.666667,0,2000,12-10-2012 0.00,Q4 2012,77.9,526.92,31
2010-05-12 09:32:44.070000000,36,Completed,20-05-2013 0.00,0.37402,0.3495,0.3395,HR,5,1,OH,Other,Full-time,103,3958.333333,0,2500,20-05-2010 0.00,Q2 2010,113.02,1576.33,34
2012-07-16 18:49:35.483000000,60,Current,,0.28324,0.2573,0.2473,D,6,1,NY,Other,Employed,0,4583.333333,0,15000,22-08-2012 0.00,Q3 2012,446.71,4650.86,18
