date,duration,item,month,network,network_type
23-12-14 12:49,92.06227863,call,2015-01,Three,mobile
23-12-14 15:39,124.93273096,sms,2015-01,Vodafone,mobile
23-12-14 15:40,170.5791853,call,2015-01,landline,landline
23-12-14 15:43,175.51489880000003,sms,2015-01,Vodafone,mobile
23-12-14 19:45,78.68979302,call,2015-01,voicemail,voicemail
23-12-14 20:02,227.4425949,call,2015-01,landline,landline
23-12-14 21:06,160.4961107,sms,2015-01,Vodafone,mobile
24-12-14 6:58,152.5064163,data,2015-01,data,data
24-12-14 13:22,173.5623681,call,2015-01,Three,mobile
24-12-14 13:29,192.3800549,call,2015-01,Tesco,mobile
24-12-14 13:56,252.94769130000003,call,2015-01,Three,mobile
24-12-14 13:56,92.73297427,call,2015-01,Three,mobile
24-12-14 17:06,168.9772288,sms,2015-01,Vodafone,mobile
24-12-14 17:07,123.63092411,call,2015-01,Vodafone,mobile
24-12-14 18:44,52.85650196,call,2015-01,Meteor,mobile
24-12-14 20:44,139.4599667,call,2015-01,Meteor,mobile
24-12-14 23:34,160.0548029,sms,2015-01,Three,mobile
25-12-14 6:58,154.4866637,data,2015-01,data,data
25-12-14 12:27,103.76268029,sms,2015-01,Vodafone,mobile
26-12-14 6:58,128.0126587,data,2015-01,data,data
26-12-14 11:09,195.1296136,call,2015-01,voicemail,voicemail
26-12-14 11:48,161.12368500000002,sms,2015-01,Vodafone,mobile
27-12-14 6:58,175.3982803,data,2015-01,data,data
27-12-14 22:30,111.14017073,sms,2015-01,Meteor,mobile
27-12-14 22:30,134.0892498,sms,2015-01,Meteor,mobile
27-12-14 22:30,151.36963450000002,sms,2015-01,Meteor,mobile
27-12-14 22:30,116.92537017,sms,2015-01,Meteor,mobile
28-12-14 6:58,169.82750049999999,data,2015-01,data,data
29-12-14 6:58,148.1365851,data,2015-01,data,data
29-12-14 12:09,165.0239364,call,2015-01,Tesco,mobile
30-12-14 6:58,123.47009483,data,2015-01,data,data
30-12-14 11:57,171.6214551,sms,2015-01,Three,mobile
30-12-14 11:57,91.86911042,sms,2015-01,Three,mobile
30-12-14 12:01,127.497505,sms,2015-01,Three,mobile
30-12-14 12:01,188.77997280000002,sms,2015-01,Three,mobile
30-12-14 12:02,162.91682419999998,sms,2015-01,Three,mobile
30-12-14 12:03,123.01493455,sms,2015-01,Three,mobile
30-12-14 12:04,47.970599320000005,sms,2015-01,Three,mobile
30-12-14 12:04,80.62309009,sms,2015-01,Three,mobile
30-12-14 12:05,169.7626862,sms,2015-01,Three,mobile
30-12-14 12:05,155.0608672,sms,2015-01,Three,mobile
30-12-14 12:05,207.32094880000002,sms,2015-01,Three,mobile
30-12-14 12:05,38.19041619,sms,2015-01,Three,mobile
30-12-14 12:06,90.51623583,sms,2015-01,Three,mobile
30-12-14 12:10,32.957848644,sms,2015-01,Three,mobile
30-12-14 12:10,184.28461069999997,sms,2015-01,Three,mobile
30-12-14 12:10,128.0747949,sms,2015-01,Three,mobile
30-12-14 12:13,123.83747576,sms,2015-01,Three,mobile
30-12-14 12:14,172.296448,sms,2015-01,Three,mobile
30-12-14 12:14,120.24588433,sms,2015-01,Three,mobile
31-12-14 6:58,76.77040808999999,data,2015-01,data,data
31-12-14 13:00,114.67827822,call,2015-01,Meteor,mobile
31-12-14 13:03,175.88102800000001,call,2015-01,Meteor,mobile
31-12-14 13:49,96.67722034,call,2015-01,landline,landline
31-12-14 23:05,188.42775590000002,sms,2015-01,Vodafone,mobile
31-12-14 23:37,103.44882659,sms,2015-01,Vodafone,mobile
31-12-14 23:37,141.44976359999998,sms,2015-01,Vodafone,mobile
31-12-14 23:37,195.8523259,sms,2015-01,Vodafone,mobile
01-01-15 6:58,148.48029129999998,data,2015-01,data,data
02-01-15 6:58,201.5525544,data,2015-01,data,data
02-01-15 11:27,185.8355822,call,2015-01,Vodafone,mobile
02-01-15 23:26,206.2967745,sms,2015-01,Meteor,mobile
02-01-15 23:28,94.68348459999999,sms,2015-01,Meteor,mobile
03-01-15 6:58,124.69339678,data,2015-01,data,data
03-01-15 12:01,43.73343616,call,2015-01,Vodafone,mobile
04-01-15 0:57,200.8801116,call,2015-01,Three,mobile
04-01-15 6:58,203.7963572,data,2015-01,data,data
04-01-15 14:20,200.70452880000002,call,2015-01,Vodafone,mobile
04-01-15 14:31,95.47365608,call,2015-01,Vodafone,mobile
04-01-15 14:32,167.87305,call,2015-01,Vodafone,mobile
05-01-15 6:58,86.1924027,data,2015-01,data,data
05-01-15 9:49,62.49597377,call,2015-01,landline,landline
05-01-15 9:51,200.0572013,call,2015-01,landline,landline
05-01-15 10:10,160.55131,call,2015-01,Three,mobile
05-01-15 10:25,119.36335368,call,2015-01,Three,mobile
05-01-15 10:25,209.1518336,sms,2015-01,Three,mobile
05-01-15 10:52,128.9805122,sms,2015-01,Three,mobile
05-01-15 10:56,213.71364640000002,call,2015-01,landline,landline
05-01-15 11:58,213.19854469999999,call,2015-01,Meteor,mobile
05-01-15 14:29,129.9205281,call,2015-01,landline,landline
05-01-15 16:41,162.254403,call,2015-01,Three,mobile
05-01-15 17:22,193.014221,call,2015-01,Tesco,mobile
05-01-15 20:23,139.7712554,call,2015-01,Three,mobile
06-01-15 6:58,142.2667209,data,2015-01,data,data
06-01-15 9:04,160.81340559999998,sms,2015-01,Three,mobile
06-01-15 9:04,108.72505289,sms,2015-01,Three,mobile
06-01-15 13:28,208.8938388,call,2015-01,Meteor,mobile
06-01-15 13:29,217.0167485,call,2015-01,Vodafone,mobile
06-01-15 13:55,125.61432934,sms,2015-01,Vodafone,mobile
06-01-15 19:17,125.38122358,call,2015-01,Meteor,mobile
06-01-15 20:40,195.96432240000001,call,2015-01,Vodafone,mobile
07-01-15 6:58,139.6469917,data,2015-01,data,data
07-01-15 9:28,110.47616033,sms,2015-01,Vodafone,mobile
07-01-15 21:20,264.85081560000003,sms,2015-01,Vodafone,mobile
07-01-15 21:20,157.37938770000002,sms,2015-01,Vodafone,mobile
08-01-15 6:58,127.1701378,data,2015-01,data,data
08-01-15 15:02,61.64322483,call,2015-01,Meteor,mobile
08-01-15 15:10,123.60422815,call,2015-01,Meteor,mobile
08-01-15 15:10,178.1613947,call,2015-01,Meteor,mobile
08-01-15 20:15,167.1975476,call,2015-01,Tesco,mobile
08-01-15 20:26,138.912963,sms,2015-01,Vodafone,mobile
08-01-15 20:30,141.8619841,call,2015-01,Tesco,mobile
08-01-15 20:31,73.53749961,call,2015-01,Three,mobile
08-01-15 22:41,219.2107117,sms,2015-01,Vodafone,mobile
08-01-15 22:41,62.85824448,sms,2015-01,Vodafone,mobile
08-01-15 22:52,125.8910675,sms,2015-01,Vodafone,mobile
08-01-15 22:52,120.69627154,sms,2015-01,Vodafone,mobile
08-01-15 23:06,152.2765599,sms,2015-01,Vodafone,mobile
08-01-15 23:06,146.1647889,sms,2015-01,Vodafone,mobile
09-01-15 6:58,149.6079808,data,2015-01,data,data
09-01-15 9:25,118.281248,sms,2015-01,Meteor,mobile
09-01-15 9:43,177.6438006,call,2015-01,Three,mobile
09-01-15 10:07,143.6745295,call,2015-01,Vodafone,mobile
09-01-15 17:32,75.99245457,call,2015-01,Vodafone,mobile
10-01-15 6:58,61.77525499,data,2015-01,data,data
10-01-15 14:10,154.0031165,call,2015-01,Three,mobile
10-01-15 14:36,106.23648490000001,call,2015-01,Vodafone,mobile
10-01-15 14:44,169.9662395,call,2015-01,Vodafone,mobile
10-01-15 15:58,155.1613812,call,2015-01,Meteor,mobile
10-01-15 16:57,128.6675662,call,2015-01,Three,mobile
10-01-15 21:16,102.97200321,sms,2015-01,Vodafone,mobile
10-01-15 21:16,268.3434601,sms,2015-01,Vodafone,mobile
11-01-15 6:58,98.71482504,data,2015-01,data,data
11-01-15 13:29,202.2359275,sms,2015-01,Vodafone,mobile
11-01-15 13:54,62.45571994,call,2015-01,Three,mobile
12-01-15 6:58,63.66162194,data,2015-01,data,data
12-01-15 12:01,21.456719656,call,2015-01,Meteor,mobile
12-01-15 12:01,156.03250409999998,call,2015-01,Meteor,mobile
12-01-15 18:23,95.15973225,call,2015-01,Three,mobile
12-01-15 18:26,190.88332659999998,sms,2015-01,Vodafone,mobile
12-01-15 18:26,97.01419676,sms,2015-01,Vodafone,mobile
13-01-15 6:58,128.7139646,data,2015-02,data,data
13-01-15 15:04,192.7719193,call,2015-01,Three,mobile
13-01-15 19:09,186.7655073,sms,2015-01,Three,mobile
13-01-15 19:44,182.82133969999998,sms,2015-01,Three,mobile
13-01-15 19:44,76.11546339,sms,2015-01,Three,mobile
13-01-15 19:57,56.02677539,sms,2015-01,Vodafone,mobile
13-01-15 19:57,245.329339,sms,2015-01,Vodafone,mobile
13-01-15 19:58,168.15506299999998,call,2015-01,landline,landline
13-01-15 20:00,120.15959315,call,2015-01,landline,landline
14-01-15 6:58,150.9514733,data,2015-02,data,data
14-01-15 17:15,67.10402306,call,2015-01,landline,landline
14-01-15 19:16,191.3441034,call,2015-01,Three,mobile
14-01-15 20:47,100.91653988,call,2015-01,Three,mobile
14-01-15 23:34,194.8627041,sms,2015-01,Vodafone,mobile
14-01-15 23:34,146.68801050000002,sms,2015-01,Vodafone,mobile
14-01-15 23:35,14.17389881,sms,2015-01,Three,mobile
14-01-15 23:36,182.3003894,sms,2015-01,Three,mobile
15-01-15 6:58,109.53375214,data,2015-02,data,data
15-01-15 10:36,179.88189119999998,call,2015-02,Three,mobile
15-01-15 17:22,113.63308520000001,call,2015-02,Tesco,mobile
16-01-15 6:58,121.91915279999999,data,2015-02,data,data
16-01-15 9:45,70.34311781,call,2015-02,Meteor,mobile
16-01-15 9:56,111.75051937,call,2015-02,Meteor,mobile
16-01-15 10:17,38.17856972,call,2015-02,Three,mobile
16-01-15 10:25,114.42649309,call,2015-02,Three,mobile
16-01-15 17:46,177.4440302,call,2015-02,Tesco,mobile
16-01-15 18:07,106.51836772,sms,2015-02,Vodafone,mobile
16-01-15 18:07,151.37382079999998,sms,2015-02,Vodafone,mobile
16-01-15 18:07,209.7651862,sms,2015-02,Vodafone,mobile
16-01-15 18:07,223.28332930000002,sms,2015-02,Vodafone,mobile
16-01-15 18:07,109.40089272,sms,2015-02,Three,mobile
16-01-15 18:07,105.38664179999999,sms,2015-02,Three,mobile
17-01-15 6:58,195.2360954,data,2015-02,data,data
17-01-15 18:50,204.78666230000002,call,2015-02,Three,mobile
17-01-15 21:59,154.78568710000002,call,2015-02,Tesco,mobile
18-01-15 6:58,195.8667961,data,2015-02,data,data
18-01-15 16:27,142.53419050000002,call,2015-02,Three,mobile
18-01-15 17:04,163.1952426,call,2015-02,Tesco,mobile
19-01-15 6:58,173.5368051,data,2015-02,data,data
19-01-15 12:44,164.1377321,sms,2015-02,Vodafone,mobile
19-01-15 19:57,182.0490764,call,2015-02,Tesco,mobile
19-01-15 20:08,68.85717602,call,2015-02,Tesco,mobile
19-01-15 20:14,179.061074,call,2015-02,Tesco,mobile
20-01-15 6:58,95.87103735,data,2015-02,data,data
20-01-15 15:08,104.24677941,sms,2015-02,Vodafone,mobile
20-01-15 19:49,57.00981994,sms,2015-02,Vodafone,mobile
20-01-15 20:23,133.20367090000002,sms,2015-02,Vodafone,mobile
21-01-15 6:58,90.00195074,data,2015-02,data,data
21-01-15 10:13,146.04145,call,2015-02,Three,mobile
21-01-15 14:36,195.01277140000002,call,2015-02,voicemail,voicemail
21-01-15 14:44,250.8656608,sms,2015-02,Vodafone,mobile
21-01-15 15:56,163.95878059999998,call,2015-02,voicemail,voicemail
21-01-15 15:57,203.0933966,call,2015-02,Three,mobile
21-01-15 18:04,126.54895116,call,2015-02,Tesco,mobile
21-01-15 19:38,161.2651256,call,2015-02,Meteor,mobile
21-01-15 19:59,245.7688276,call,2015-02,Vodafone,mobile
22-01-15 6:58,114.72089431,data,2015-02,data,data
22-01-15 18:59,73.02299602,call,2015-02,voicemail,voicemail
22-01-15 19:00,83.68899261,call,2015-02,Vodafone,mobile
23-01-15 6:58,197.0898148,data,2015-02,data,data
23-01-15 12:56,89.01252608,call,2015-02,landline,landline
23-01-15 14:32,107.87013472,call,2015-02,Tesco,mobile
23-01-15 15:09,113.09460996,call,2015-02,Three,mobile
23-01-15 15:22,147.03791990000002,sms,2015-02,Vodafone,mobile
23-01-15 15:24,199.6355251,sms,2015-02,Vodafone,mobile
23-01-15 15:37,68.41296606,sms,2015-02,Vodafone,mobile
23-01-15 21:22,146.480305,call,2015-02,Tesco,mobile
24-01-15 6:58,176.29818740000002,data,2015-02,data,data
25-01-15 6:58,87.70213961,data,2015-02,data,data
25-01-15 9:16,156.6045935,call,2015-02,Vodafone,mobile
25-01-15 16:55,128.0753679,call,2015-02,Three,mobile
26-01-15 6:58,143.3330309,data,2015-02,data,data
26-01-15 16:54,114.07896016,call,2015-02,Three,mobile
26-01-15 17:15,173.7139069,call,2015-02,Three,mobile
27-01-15 6:58,152.97939960000002,data,2015-02,data,data
27-01-15 9:36,111.4412092,call,2015-02,Three,mobile
27-01-15 10:55,222.3340002,call,2015-02,Meteor,mobile
28-01-15 6:58,190.49601,data,2015-02,data,data
28-01-15 9:44,180.43087649999998,call,2015-02,Vodafone,mobile
28-01-15 10:02,144.5252171,call,2015-02,landline,landline
28-01-15 15:53,165.2758699,call,2015-02,landline,landline
29-01-15 6:58,147.1060278,data,2015-02,data,data
29-01-15 11:35,174.6672792,sms,2015-02,Vodafone,mobile
29-01-15 11:50,144.11863770000002,sms,2015-02,Vodafone,mobile
29-01-15 17:11,135.8717561,call,2015-02,Tesco,mobile
29-01-15 17:19,183.5137756,sms,2015-02,Vodafone,mobile
29-01-15 17:58,137.0079551,call,2015-02,Three,mobile
29-01-15 18:05,169.34138149999998,call,2015-02,Tesco,mobile
29-01-15 19:27,143.6587106,call,2015-02,Tesco,mobile
30-01-15 6:58,184.6890483,data,2015-02,data,data
30-01-15 19:43,130.9630458,call,2015-02,Tesco,mobile
30-01-15 19:56,166.6262581,call,2015-02,Tesco,mobile
31-01-15 6:58,181.9219814,data,2015-02,data,data
31-01-15 12:48,178.23108200000001,call,2015-02,Tesco,mobile
31-01-15 13:14,201.68239440000002,call,2015-02,Vodafone,mobile
01-02-15 6:58,71.07134615,data,2015-02,data,data
01-02-15 13:33,131.3996725,call,2015-02,landline,landline
02-02-15 6:58,90.3720356,data,2015-02,data,data
02-02-15 17:11,191.2071001,call,2015-02,Tesco,mobile
02-02-15 17:16,149.9225138,call,2015-02,Tesco,mobile
02-02-15 17:35,68.92925443,sms,2015-02,Tesco,mobile
02-02-15 17:35,68.27884916,sms,2015-02,Tesco,mobile
02-02-15 17:35,151.2520586,sms,2015-02,Three,mobile
02-02-15 17:35,193.3685908,sms,2015-02,Three,mobile
02-02-15 18:17,150.8702631,call,2015-02,landline,landline
03-02-15 6:58,108.61033228,data,2015-02,data,data
03-02-15 14:45,178.6861475,call,2015-02,Three,mobile
04-02-15 6:58,112.78192669,data,2015-02,data,data
04-02-15 12:36,174.26058490000003,call,2015-02,voicemail,voicemail
04-02-15 14:52,148.365872,call,2015-02,Tesco,mobile
05-02-15 6:58,117.22252424,data,2015-02,data,data
05-02-15 13:37,188.82448430000002,call,2015-02,voicemail,voicemail
05-02-15 13:38,174.7641512,call,2015-02,landline,landline
06-02-15 6:58,71.40682119,data,2015-02,data,data
06-02-15 10:36,172.21922080000002,call,2015-02,voicemail,voicemail
06-02-15 10:37,137.617544,call,2015-02,Vodafone,mobile
06-02-15 18:39,103.70841949,call,2015-02,Three,mobile
06-02-15 18:41,114.05779053,call,2015-02,Three,mobile
07-02-15 6:58,143.8357337,data,2015-02,data,data
07-02-15 9:48,149.7099402,sms,2015-02,Vodafone,mobile
07-02-15 9:48,166.7497294,sms,2015-02,Vodafone,mobile
07-02-15 10:03,167.3156967,call,2015-02,Vodafone,mobile
07-02-15 11:13,133.7643847,sms,2015-02,Vodafone,mobile
07-02-15 11:37,121.01753619,call,2015-02,Three,mobile
07-02-15 15:04,176.545242,sms,2015-02,Vodafone,mobile
07-02-15 16:06,182.8851512,sms,2015-02,Three,mobile
07-02-15 16:11,99.2138193,sms,2015-02,Three,mobile
07-02-15 16:11,102.56823347,sms,2015-02,Three,mobile
07-02-15 16:16,71.13161772000001,sms,2015-02,Three,mobile
07-02-15 16:27,163.3930378,call,2015-02,landline,landline
07-02-15 17:33,122.58179986,call,2015-02,Three,mobile
07-02-15 17:56,165.486625,call,2015-02,Tesco,mobile
07-02-15 18:23,142.9369155,call,2015-02,Three,mobile
07-02-15 22:18,156.32592409999998,sms,2015-02,Three,mobile
07-02-15 22:30,212.29292819999998,sms,2015-02,Three,mobile
07-02-15 22:30,140.52298770000002,sms,2015-02,Three,mobile
08-02-15 6:58,199.4284093,data,2015-02,data,data
08-02-15 20:54,36.796315505,call,2015-02,landline,landline
09-02-15 6:58,121.75089174,data,2015-02,data,data
09-02-15 9:08,219.0768503,call,2015-02,Three,mobile
09-02-15 17:41,187.3765766,call,2015-02,Three,mobile
09-02-15 17:54,148.2160011,call,2015-02,Three,mobile
09-02-15 18:32,43.247842649999996,sms,2015-02,Vodafone,mobile
09-02-15 22:54,249.2659242,sms,2015-02,Meteor,mobile
10-02-15 0:24,138.86963500000002,sms,2015-02,Vodafone,mobile
10-02-15 0:24,186.9185805,sms,2015-02,Vodafone,mobile
10-02-15 6:58,151.5955383,data,2015-02,data,data
10-02-15 21:40,140.8536749,sms,2015-02,Vodafone,mobile
11-02-15 6:58,171.9094567,data,2015-02,data,data
12-02-15 6:58,0.9935142600000013,data,2015-02,data,data
12-02-15 20:15,219.1432633,call,2015-03,landline,landline
12-02-15 20:51,147.7509966,call,2015-03,Tesco,mobile
13-02-15 6:58,144.78714209999998,data,2015-03,data,data
13-02-15 10:58,180.47046369999998,call,2015-03,Vodafone,mobile
13-02-15 21:13,169.0401686,call,2015-03,Vodafone,mobile
14-02-15 6:58,167.7529892,data,2015-03,data,data
14-02-15 15:40,145.68510270000002,call,2015-03,Three,mobile
14-02-15 16:06,115.66250681,call,2015-03,Tesco,mobile
15-02-15 6:58,151.49438759999998,data,2015-03,data,data
15-02-15 18:44,107.16073268,call,2015-03,landline,landline
16-02-15 6:58,113.1681651,data,2015-03,data,data
17-02-15 6:58,83.24243267,data,2015-03,data,data
17-02-15 15:59,224.30435659999998,call,2015-03,Meteor,mobile
17-02-15 19:09,110.34567982,call,2015-03,Three,mobile
18-02-15 6:58,137.0631751,data,2015-03,data,data
18-02-15 18:49,86.54917233,call,2015-03,Tesco,mobile
18-02-15 19:56,174.4843377,call,2015-03,Three,mobile
19-02-15 6:58,160.4707389,data,2015-03,data,data
19-02-15 18:46,161.50680730000002,sms,2015-03,Vodafone,mobile
19-02-15 22:00,82.31003099,sms,2015-03,Vodafone,mobile
19-02-15 22:00,207.5902895,sms,2015-03,Vodafone,mobile
19-02-15 22:00,106.59259878,sms,2015-03,Vodafone,mobile
20-02-15 6:58,221.211556,data,2015-03,data,data
20-02-15 13:45,144.24023,call,2015-03,Vodafone,mobile
21-02-15 6:58,118.81156472,data,2015-03,data,data
22-02-15 6:58,196.3090885,data,2015-03,data,data
23-02-15 6:58,77.80800571,data,2015-03,data,data
23-02-15 20:49,199.99681840000002,call,2015-03,landline,landline
24-02-15 6:58,135.9390654,data,2015-03,data,data
24-02-15 10:05,194.28752340000003,call,2015-03,voicemail,voicemail
24-02-15 13:32,190.1039598,sms,2015-03,Three,mobile
24-02-15 13:32,107.03459977,sms,2015-03,Three,mobile
25-02-15 6:58,124.20122832,data,2015-03,data,data
25-02-15 12:56,161.7197387,call,2015-03,Tesco,mobile
25-02-15 12:58,164.6122136,call,2015-03,Vodafone,mobile
25-02-15 13:15,81.23094404,call,2015-03,Three,mobile
25-02-15 13:21,183.411553,sms,2015-03,Tesco,mobile
25-02-15 13:22,125.47669282,sms,2015-03,Tesco,mobile
25-02-15 13:22,177.6858797,sms,2015-03,Tesco,mobile
25-02-15 13:22,150.8113751,sms,2015-03,Tesco,mobile
25-02-15 13:26,136.16603270000002,call,2015-03,Tesco,mobile
25-02-15 13:46,134.2509811,call,2015-03,Tesco,mobile
25-02-15 15:45,71.03499443999999,call,2015-03,Vodafone,mobile
26-02-15 6:58,162.29530469999997,data,2015-03,data,data
26-02-15 16:38,213.0922744,call,2015-03,Vodafone,mobile
26-02-15 22:34,119.78992719,call,2015-03,voicemail,voicemail
27-02-15 6:58,110.34238358,data,2015-03,data,data
27-02-15 13:50,138.01749479999998,call,2015-03,Three,mobile
27-02-15 14:33,145.4399285,call,2015-03,Three,mobile
27-02-15 14:36,109.74088227,call,2015-03,Vodafone,mobile
28-02-15 6:58,143.27489930000002,data,2015-03,data,data
28-02-15 14:09,125.7355794,call,2015-03,landline,landline
28-02-15 14:57,178.24440259999997,call,2015-03,Meteor,mobile
28-02-15 15:09,158.16059140000002,call,2015-03,Three,mobile
28-02-15 15:49,129.99641259999999,call,2015-03,landline,landline
28-02-15 16:00,197.17615080000002,call,2015-03,landline,landline
28-02-15 17:13,115.67236215,call,2015-03,landline,landline
28-02-15 17:14,178.5021917,call,2015-03,landline,landline
28-02-15 17:17,158.6420989,call,2015-03,landline,landline
28-02-15 21:25,173.5282424,call,2015-03,Three,mobile
28-02-15 21:55,106.92235109,sms,2015-03,Vodafone,mobile
28-02-15 22:39,136.9479202,sms,2015-03,Three,mobile
01-03-15 6:58,174.9585831,data,2015-03,data,data
01-03-15 12:19,158.4889494,call,2015-03,Meteor,mobile
02-03-15 6:58,163.5190845,data,2015-03,data,data
02-03-15 9:19,96.61797786,sms,2015-03,Vodafone,mobile
02-03-15 9:19,111.01726633,sms,2015-03,Vodafone,mobile
02-03-15 9:23,142.1796706,sms,2015-03,Vodafone,mobile
02-03-15 9:30,188.5716063,sms,2015-03,Vodafone,mobile
02-03-15 9:30,78.70098537,sms,2015-03,Vodafone,mobile
02-03-15 13:07,154.49864209999998,call,2015-03,Three,mobile
02-03-15 14:53,72.77964379,call,2015-03,voicemail,voicemail
02-03-15 14:54,123.50604199,call,2015-03,voicemail,voicemail
02-03-15 17:35,117.31926688,call,2015-03,Meteor,mobile
02-03-15 20:48,131.2868606,call,2015-03,Tesco,mobile
03-03-15 6:58,131.7202778,data,2015-03,data,data
03-03-15 9:57,126.18865828,call,2015-03,landline,landline
03-03-15 9:59,218.6891974,call,2015-03,Three,mobile
03-03-15 10:12,124.44628891,call,2015-03,Vodafone,mobile
03-03-15 10:27,105.24379042,call,2015-03,Vodafone,mobile
03-03-15 14:34,104.62139593,call,2015-03,Vodafone,mobile
03-03-15 18:36,260.8132443,call,2015-03,Three,mobile
04-03-15 6:58,153.158549,data,2015-03,data,data
04-03-15 7:02,84.85990572,sms,2015-03,Vodafone,mobile
04-03-15 7:16,109.07432579,sms,2015-03,Vodafone,mobile
04-03-15 10:30,180.92366940000002,sms,2015-03,Three,mobile
04-03-15 10:30,105.56269395,sms,2015-03,Three,mobile
04-03-15 12:29,70.63083628999999,call,2015-03,landline,landline
05-03-15 6:58,159.7101839,data,2015-03,data,data
06-03-15 6:58,156.6419519,data,2015-03,data,data
07-03-15 6:58,86.16352981,data,2015-03,data,data
08-03-15 6:58,238.76349680000004,data,2015-03,data,data
09-03-15 6:58,162.9613813,data,2015-03,data,data
10-03-15 6:58,185.3281564,data,2015-03,data,data
11-03-15 6:58,89.81938314,data,2015-03,data,data
12-03-15 6:58,117.60499778,data,2015-03,data,data
13-03-15 0:39,77.83400638,sms,2015-03,Vodafone,mobile
13-03-15 6:58,146.00058359999997,data,2015-03,data,data
