userid,age,dob_day,dob_year,dob_month,gender,tenure,friend_count,friendships_initiated,likes,likes_received,mobile_likes,mobile_likes_received,www_likes,www_likes_received
2087912,41,10,1972,5,male,378,1,1,1,1,1,1,0,0
1220152,42,17,1971,10,male,152,1,1,1,1,1,1,0,0
1861287,45,1,1968,1,female,89,1,1,1,1,1,0,0,1
1102292,46,6,1967,8,female,712,1,1,1,1,1,1,0,0
2154329,52,3,1961,11,male,21,1,1,1,1,1,1,0,0
1182286,54,7,1959,3,male,109,1,0,1,1,1,1,0,0
1931318,58,8,1955,2,female,315,1,1,1,1,1,1,0,0
1605221,59,12,1954,4,female,33,1,1,1,1,1,1,0,0
2147745,19,14,1994,6,female,57,1,1,1,2,1,2,0,0
2178583,22,15,1991,10,female,87,1,1,1,3,1,2,0,1
2125251,25,1,1988,1,male,46,1,1,1,45,1,36,0,9
1558823,25,29,1988,2,male,19,1,1,1,22,1,13,0,9
1605408,26,16,1987,10,male,214,1,1,1,19,1,1,0,18
2157800,28,24,1985,2,male,4,1,1,1,2,1,2,0,0
1899558,30,5,1983,4,male,350,1,0,1,2,1,2,0,0
1904344,33,17,1980,8,male,387,1,1,1,2,1,2,0,0
1740708,37,23,1976,11,male,39,1,1,1,2,1,2,0,0
1215602,39,31,1974,1,male,342,1,0,1,3,1,3,0,0
2022882,39,1,1974,1,male,103,1,1,1,3,1,3,0,0
1962434,39,18,1974,3,male,3,1,1,1,2,1,2,0,0
2147444,19,23,1994,3,male,308,1,1,2,0,0,0,2,0
1014240,26,1,1987,10,male,15,1,1,2,0,0,0,2,0
1314297,29,1,1984,12,female,53,1,1,2,0,0,0,2,0
1693353,28,10,1985,6,male,372,1,0,2,0,0,0,2,0
1540743,28,28,1985,10,male,88,1,1,2,0,0,0,2,0
1310471,29,17,1984,6,female,124,1,1,2,0,0,0,2,0
1557988,33,1,1980,1,female,258,1,1,2,0,0,0,2,0
1738763,38,3,1975,2,male,50,1,1,2,0,0,0,2,0
1584538,38,1,1975,7,male,366,1,0,2,0,0,0,2,0
1580467,43,13,1970,12,male,273,1,1,2,0,0,0,2,0
1263913,42,11,1971,2,female,376,1,1,2,0,0,0,2,0
1206458,51,30,1962,3,male,39,1,0,2,0,0,0,2,0
1063142,57,2,1956,3,female,179,1,1,2,0,0,0,2,0
2046247,19,15,1994,5,male,374,1,0,2,1,0,1,2,0
1426059,23,13,1990,7,male,104,1,0,2,1,0,0,2,1
2127368,33,1,1980,1,female,16,1,1,2,1,0,0,2,1
1064441,63,12,1950,8,male,1106,1,0,2,1,0,0,2,1
1338886,98,1,1915,1,male,36,1,1,2,1,0,1,2,0
1809282,23,15,1990,10,male,248,1,1,2,2,0,0,2,2
1218788,108,16,1905,11,male,975,1,1,2,2,0,0,2,2
1778673,18,20,1995,5,female,86,1,1,2,24,0,2,2,22
1205953,38,30,1975,3,female,462,1,0,2,3,0,1,2,2
1481542,45,1,1968,1,female,85,1,0,2,18,0,0,2,18
1899161,47,7,1966,4,male,172,1,1,2,3,0,0,2,3
1193620,71,11,1942,5,male,13,1,1,2,4,0,4,2,0
2038352,23,7,1990,7,male,82,1,1,2,0,1,0,1,0
1846078,23,14,1990,2,male,129,1,0,2,1,1,0,1,1
2178431,28,17,1985,3,female,47,1,0,2,7,1,4,1,3
2074576,14,29,1999,12,female,14,1,0,2,0,2,0,0,0
2061089,15,27,1998,3,male,198,1,0,2,0,2,0,0,0
2084694,17,26,1996,8,male,255,1,0,2,0,2,0,0,0
1786769,22,14,1991,11,male,5,1,1,2,0,2,0,0,0
1532379,22,1,1991,1,female,32,1,0,2,0,2,0,0,0
1182150,22,7,1991,3,female,428,1,1,2,0,2,0,0,0
1437507,22,4,1991,7,female,237,1,1,2,0,2,0,0,0
1783864,22,3,1991,7,female,154,1,0,2,0,2,0,0,0
1779243,23,13,1990,3,male,762,1,1,2,0,2,0,0,0
1591031,23,19,1990,7,male,223,1,0,2,0,2,0,0,0
1544481,23,14,1990,8,female,320,1,1,2,0,2,0,0,0
1733474,25,1,1988,1,male,1154,1,1,2,0,2,0,0,0
1937885,25,1,1988,1,male,2,1,0,2,0,2,0,0,0
1847699,25,6,1988,6,male,234,1,1,2,0,2,0,0,0
1545763,27,25,1986,12,male,3,1,1,2,0,2,0,0,0
1891985,32,1,1981,6,female,311,1,0,2,0,2,0,0,0
1111600,37,9,1976,12,male,132,1,0,2,0,2,0,0,0
1115637,38,2,1975,4,male,1,1,1,2,0,2,0,0,0
2123232,40,31,1973,8,male,206,1,1,2,0,2,0,0,0
1484417,42,18,1971,8,female,498,1,0,2,0,2,0,0,0
1921388,45,29,1968,1,male,271,1,1,2,0,2,0,0,0
2007770,45,29,1968,2,male,1183,1,1,2,0,2,0,0,0
1215976,47,23,1966,11,male,317,1,1,2,0,2,0,0,0
1031925,49,27,1964,9,male,58,1,1,2,0,2,0,0,0
1909468,55,10,1958,11,female,527,1,1,2,0,2,0,0,0
2193378,56,12,1957,5,female,13,1,1,2,0,2,0,0,0
2088609,57,2,1956,1,male,104,1,1,2,0,2,0,0,0
1219728,62,30,1951,1,female,169,1,0,2,0,2,0,0,0
1061431,62,15,1951,8,male,287,1,1,2,0,2,0,0,0
1346450,18,4,1995,7,male,582,1,1,2,1,2,1,0,0
2049826,21,6,1992,9,male,452,1,1,2,1,2,1,0,0
2136081,23,1,1990,1,female,506,1,1,2,1,2,1,0,0
1856939,25,29,1988,2,male,232,1,1,2,1,2,1,0,0
2083408,32,26,1981,7,female,367,1,1,2,1,2,1,0,0
1522969,44,1,1969,1,male,76,1,0,2,1,2,0,0,1
1260563,19,11,1994,1,female,62,1,1,2,2,2,2,0,0
1085876,19,1,1994,2,male,108,1,1,2,2,2,1,0,1
1612407,22,24,1991,9,female,398,1,1,2,2,2,2,0,0
1813005,26,1,1987,1,female,408,1,1,2,2,2,2,0,0
1913017,32,1,1981,1,female,147,1,1,2,2,2,0,0,2
1076245,32,29,1981,3,male,212,1,1,2,2,2,2,0,0
1574101,45,23,1968,4,female,335,1,1,2,2,2,2,0,0
1598595,53,4,1960,11,male,24,1,1,2,2,2,2,0,0
1761815,56,1,1957,4,male,4,1,0,2,2,2,2,0,0
1439196,22,12,1991,12,male,13,1,1,2,3,2,2,0,1
1798839,29,1,1984,1,female,13,1,1,2,4,2,4,0,0
2166502,60,11,1953,10,female,95,1,1,2,12,2,7,0,5
1513322,19,13,1994,11,male,125,1,1,3,0,0,0,3,0
2044344,23,4,1990,11,male,563,1,1,3,0,0,0,3,0
1938718,23,17,1990,5,male,795,1,1,3,0,0,0,3,0
1109706,24,26,1989,3,male,138,1,1,3,0,0,0,3,0
1932547,26,13,1987,5,female,228,1,0,3,0,0,0,3,0
1323665,28,1,1985,1,male,351,1,1,3,0,0,0,3,0
1093891,40,23,1973,3,male,61,1,0,3,0,0,0,3,0
1351795,52,23,1961,2,male,66,1,1,3,0,0,0,3,0
2112082,33,5,1980,6,male,403,1,1,3,1,0,0,3,1
1653367,16,7,1997,8,male,255,1,1,3,2,0,0,3,2
1200252,27,8,1986,1,male,174,1,1,3,3,0,0,3,3
1372989,29,28,1984,7,male,608,1,0,3,2,0,2,3,0
2042181,63,25,1950,11,male,5,1,0,3,2,0,0,3,2
1072784,67,2,1946,12,male,33,1,1,3,2,0,0,3,2
2043820,72,20,1941,6,male,803,1,1,3,2,0,1,3,1
1453158,35,27,1978,8,female,388,1,0,3,9,0,2,3,7
1768775,42,18,1971,12,female,364,1,0,3,5,0,3,3,2
1011054,24,4,1989,2,male,663,1,1,3,0,1,0,2,0
1792914,43,3,1970,1,male,1499,1,1,3,0,1,0,2,0
2073598,21,23,1992,6,female,25,1,0,3,1,1,0,2,1
1018111,23,21,1990,4,female,100,1,1,3,2,2,2,1,0
1364431,26,20,1987,6,female,514,1,1,3,2,1,2,2,0
2156521,37,26,1976,1,male,112,1,1,3,6,1,2,2,4
2141539,17,27,1996,5,male,17,1,1,3,0,3,0,0,0
1647184,18,10,1995,4,male,42,1,1,3,0,3,0,0,0
1358188,18,30,1995,8,male,280,1,1,3,0,3,0,0,0
1221961,20,29,1993,6,female,195,1,1,3,0,3,0,0,0
1762419,20,19,1993,7,male,68,1,0,3,0,3,0,0,0
1719781,29,25,1984,7,male,299,1,1,3,0,3,0,0,0
1967976,31,5,1982,11,female,235,1,0,3,0,3,0,0,0
1935137,35,17,1978,2,male,106,1,1,3,0,3,0,0,0
1707654,37,16,1976,7,male,398,1,1,3,0,3,0,0,0
1462392,41,3,1972,12,male,35,1,1,3,0,3,0,0,0
1697688,42,31,1971,10,male,47,1,1,3,0,3,0,0,0
1546401,42,8,1971,10,female,12,1,0,3,0,3,0,0,0
1922492,21,20,1992,8,male,26,1,1,3,1,3,1,0,0
1627559,21,11,1992,10,male,188,1,1,3,1,3,1,0,0
1920366,25,1,1988,1,female,17,1,1,3,1,3,1,0,0
1318757,33,5,1980,3,female,798,1,1,3,1,3,1,0,0
1910166,23,5,1990,5,male,47,1,1,3,3,3,3,0,0
1086155,25,1,1988,1,male,25,1,1,3,3,3,3,0,0
1960820,26,31,1987,10,male,411,1,1,3,2,3,2,0,0
1486996,27,6,1986,2,male,714,1,1,3,3,3,2,0,1
1487746,31,18,1982,3,male,863,1,1,3,2,3,1,0,1
1370290,39,4,1974,5,male,240,1,1,3,2,3,2,0,0
1055406,43,25,1970,1,female,408,1,1,3,4,3,4,0,0
1395847,50,24,1963,1,male,929,1,1,3,3,3,3,0,0
2114402,23,25,1990,2,male,38,1,1,3,7,3,4,0,3
1558663,14,17,1999,5,male,153,1,1,4,0,0,0,4,0
1039717,16,3,1997,7,female,56,1,1,4,0,0,0,4,0
1090519,17,21,1996,9,male,134,1,1,4,0,0,0,4,0
1791039,19,9,1994,5,female,515,1,0,4,0,0,0,4,0
1666721,22,25,1991,2,male,631,1,1,4,0,0,0,4,0
2049626,24,20,1989,11,male,303,1,1,4,0,0,0,4,0
1022691,24,1,1989,3,male,353,1,1,4,0,0,0,4,0
1325323,34,1,1979,1,female,564,1,1,4,0,0,0,4,0
2006671,40,3,1973,11,male,117,1,1,4,0,0,0,4,0
1037610,48,15,1965,1,male,115,1,1,4,1,0,1,4,0
1859013,26,13,1987,1,male,163,1,1,4,4,0,4,4,0
1464856,27,1,1986,1,male,35,1,1,4,5,0,3,4,2
1206152,65,21,1948,12,male,303,1,1,4,4,0,3,4,1
1096665,31,1,1982,1,female,19,1,1,4,6,0,2,4,4
1621034,20,5,1993,2,female,240,1,1,4,0,2,0,2,0
1814211,23,21,1990,4,male,419,1,1,4,0,2,0,2,0
1244970,21,1,1992,5,male,2,1,1,4,1,2,1,2,0
1521778,40,5,1973,4,female,290,1,1,4,0,3,0,1,0
1997669,26,18,1987,1,female,666,1,1,4,3,3,2,1,1
1679199,17,28,1996,12,male,51,1,1,4,0,4,0,0,0
1462320,17,1,1996,2,male,304,1,1,4,0,4,0,0,0
2093647,25,1,1988,1,male,102,1,0,4,0,4,0,0,0
1729385,26,27,1987,8,female,172,1,1,4,0,4,0,0,0
2082753,27,14,1986,8,male,106,1,1,4,0,4,0,0,0
2182254,28,5,1985,9,female,399,1,1,4,0,4,0,0,0
2105695,32,1,1981,5,male,639,1,1,4,0,4,0,0,0
1914123,40,12,1973,11,male,643,1,0,4,0,4,0,0,0
2044847,40,29,1973,4,male,769,1,1,4,0,4,0,0,0
1053727,43,10,1970,11,male,141,1,0,4,0,4,0,0,0
1970607,43,1,1970,12,male,232,1,1,4,0,4,0,0,0
1662732,52,25,1961,8,female,442,1,1,4,0,4,0,0,0
1060795,79,25,1934,7,male,282,1,0,4,0,4,0,0,0
1031968,13,2,2000,9,male,60,1,1,4,2,4,2,0,0
2150801,22,29,1991,10,male,115,1,0,4,1,4,0,0,1
1151771,33,20,1980,7,male,430,1,1,4,1,4,1,0,0
2036718,38,4,1975,9,female,58,1,0,4,1,4,1,0,0
2162004,40,8,1973,12,female,261,1,1,4,2,4,1,0,1
1657141,44,16,1969,4,female,160,1,1,4,1,4,1,0,0
1125464,20,15,1993,11,male,810,1,0,4,3,4,3,0,0
1360207,20,6,1993,9,male,91,1,1,4,3,4,3,0,0
1937848,26,1,1987,1,female,362,1,1,4,4,4,4,0,0
1130668,37,26,1976,8,male,101,1,1,4,5,4,5,0,0
2169616,29,5,1984,7,male,300,1,1,5,0,0,0,5,0
1419644,36,28,1977,8,male,55,1,1,5,0,0,0,5,0
1945921,54,29,1959,11,female,165,1,0,5,0,0,0,5,0
2009952,56,18,1957,2,female,1634,1,0,5,0,0,0,5,0
1250754,21,14,1992,5,male,3,1,1,5,1,0,0,5,1
1437412,22,25,1991,6,male,417,1,1,5,1,0,0,5,1
1825535,25,8,1988,7,female,485,1,1,5,2,0,0,5,2
1946646,27,27,1986,12,female,501,1,0,5,1,0,0,5,1
1271432,40,18,1973,6,female,146,1,1,5,1,0,1,5,0
1833462,53,1,1960,4,male,307,1,1,5,3,0,1,5,2
1041800,27,10,1986,12,male,355,1,1,5,1,2,1,3,0
2115075,35,29,1978,10,female,14,1,1,5,3,3,3,2,0
1690910,44,29,1969,12,male,424,1,1,5,1,1,0,4,1
1533355,30,26,1983,9,male,220,1,0,5,5,1,1,4,4
1790747,30,21,1983,6,female,251,1,0,5,5,4,3,1,2
1555559,19,27,1994,10,male,172,1,0,5,0,5,0,0,0
1518644,21,26,1992,2,female,215,1,1,5,0,5,0,0,0
1298882,25,30,1988,3,male,58,1,1,5,0,5,0,0,0
1168893,25,26,1988,5,female,107,1,1,5,0,5,0,0,0
1985366,26,13,1987,9,male,412,1,0,5,0,5,0,0,0
1358704,31,1,1982,12,male,130,1,1,5,0,5,0,0,0
1317104,33,1,1980,1,male,54,1,1,5,0,5,0,0,0
1102181,44,21,1969,10,male,724,1,1,5,0,5,0,0,0
1921593,51,11,1962,4,male,152,1,0,5,0,5,0,0,0
1278456,52,24,1961,4,male,34,1,1,5,0,5,0,0,0
1660953,21,12,1992,5,male,345,1,1,5,2,5,2,0,0
1137497,23,1,1990,1,male,38,1,1,5,1,5,0,0,1
1654671,25,24,1988,10,female,330,1,1,5,1,5,1,0,0
1699920,33,1,1980,1,male,107,1,0,5,2,5,1,0,1
1742712,33,1,1980,1,male,8,1,1,5,2,5,1,0,1
1584442,35,7,1978,10,female,160,1,1,5,1,5,0,0,1
1635826,37,13,1976,6,male,429,1,1,5,6,5,6,0,0
1736095,61,30,1952,1,male,583,1,1,6,0,0,0,6,0
2189420,19,1,1994,1,male,20,1,1,6,2,1,0,5,2
1362420,27,7,1986,8,female,111,1,1,6,3,0,1,6,2
1291279,34,23,1979,9,male,85,1,1,6,1,0,0,6,1
1328159,62,21,1951,5,male,379,1,1,6,1,0,0,6,1
1831620,18,15,1995,2,female,3,1,0,6,0,3,0,3,0
1107503,23,17,1990,9,female,317,1,1,6,0,3,0,3,0
1982846,20,28,1993,11,male,926,1,0,6,1,3,1,3,0
1197883,59,28,1954,9,male,79,1,1,6,36,4,13,2,23
1468921,28,28,1985,10,male,639,1,0,6,0,6,0,0,0
1873299,31,16,1982,10,female,420,1,0,6,0,6,0,0,0
2160865,46,9,1967,6,male,365,1,1,6,0,6,0,0,0
2118340,17,26,1996,12,female,39,1,1,6,2,6,2,0,0
2015867,33,26,1980,9,female,59,1,1,6,4,6,4,0,0
1261844,54,11,1959,12,male,261,1,1,6,6,6,6,0,0
1487592,20,23,1993,10,female,175,1,1,6,15,6,15,0,0
1148218,15,4,1998,9,male,329,1,0,7,0,0,0,7,0
1003735,17,16,1996,9,male,390,1,1,7,0,0,0,7,0
2042576,25,12,1988,5,male,49,1,1,7,0,0,0,7,0
1190749,27,20,1986,2,male,1502,1,0,7,1,3,0,4,1
1917256,40,24,1973,10,female,108,1,0,7,3,4,2,3,1
1630348,25,21,1988,5,female,6,1,0,7,2,6,2,1,0
2086626,25,1,1988,2,female,148,1,1,7,1,7,1,0,0
1276097,28,26,1985,11,female,141,1,0,7,0,7,0,0,0
1655776,44,17,1969,9,male,403,1,1,7,1,7,1,0,0
1975747,50,9,1963,11,female,92,1,0,7,0,7,0,0,0
1211421,55,18,1958,5,male,72,1,1,7,0,7,0,0,0
1081556,13,1,2000,2,male,45,1,1,7,2,7,2,0,0
2029211,25,25,1988,5,female,32,1,1,8,1,0,0,8,1
1883381,59,22,1954,6,male,152,1,0,8,2,0,1,8,1
1403130,27,12,1986,10,male,13,1,1,8,8,0,0,8,8
1481795,23,22,1990,8,female,471,1,1,8,0,4,0,4,0
2067909,19,18,1994,12,male,1190,1,1,8,5,5,1,3,4
1067633,38,14,1975,9,male,212,1,1,8,5,4,5,4,0
1788403,16,23,1997,7,male,132,1,1,8,0,7,0,1,0
1464149,22,15,1991,9,male,229,1,0,8,9,6,6,2,3
1029743,19,10,1994,8,female,245,1,1,8,0,8,0,0,0
1158797,23,3,1990,1,female,231,1,1,8,0,8,0,0,0
1797627,32,3,1981,8,male,14,1,1,8,0,8,0,0,0
2009156,38,20,1975,10,male,39,1,1,8,0,8,0,0,0
1840443,23,14,1990,8,male,717,1,1,8,3,8,1,0,2
1653874,33,17,1980,2,female,377,1,1,8,4,8,4,0,0
1153660,34,22,1979,1,female,509,1,0,8,4,8,4,0,0
1526159,25,27,1988,9,male,21,1,1,8,10,8,10,0,0
2061875,27,1,1986,2,female,21,1,0,8,9,8,9,0,0
1596132,25,1,1988,1,female,194,1,1,8,14,8,4,0,10
1017525,34,21,1979,2,male,41,1,1,8,32,8,18,0,14
2056757,34,15,1979,8,male,833,1,0,8,15,8,13,0,2
1151937,22,2,1991,1,male,468,1,1,9,1,0,0,9,1
1878510,23,18,1990,3,male,6,1,1,9,0,0,0,9,0
1925958,23,25,1990,9,female,356,1,1,9,0,0,0,9,0
2146401,26,18,1987,2,male,513,1,1,9,0,0,0,9,0
1044181,33,7,1980,1,male,65,1,1,9,0,0,0,9,0
1769109,36,22,1977,12,male,574,1,1,9,2,0,0,9,2
2036771,29,16,1984,8,male,7,1,1,9,10,0,0,9,10
2092181,33,23,1980,10,male,157,1,0,9,3,4,0,5,3
1046765,17,7,1996,9,male,382,1,1,9,1,7,1,2,0
1148050,35,9,1978,12,male,697,1,1,9,1,7,1,2,0
1877938,48,28,1965,10,male,151,1,1,9,0,7,0,2,0
2190749,25,17,1988,2,female,67,1,1,9,8,8,7,1,1
2087994,36,12,1977,8,male,14,1,0,9,5,9,5,0,0
2115796,31,1,1982,1,female,80,1,1,9,8,9,6,0,2
1478384,17,29,1996,5,male,818,1,1,10,6,0,0,10,6
2048169,40,20,1973,5,male,10,1,1,10,2,0,0,10,2
1155978,43,3,1970,2,male,296,1,1,10,2,0,0,10,2
1810064,56,16,1957,10,male,196,1,0,10,8,0,0,10,8
2088432,26,30,1987,8,male,228,1,1,10,2,3,0,7,2
1550436,44,1,1969,1,male,8,1,0,10,14,7,7,3,7
1564047,46,3,1967,12,female,459,1,1,10,11,7,2,3,9
1613849,39,20,1974,10,female,589,1,0,10,5,9,5,1,0
2108799,42,14,1971,8,male,302,1,0,10,3,8,3,2,0
1733042,18,1,1995,2,male,166,1,1,10,0,10,0,0,0
2072706,41,25,1972,3,male,442,1,1,10,7,10,1,0,6
1077758,26,18,1987,11,male,498,1,1,11,1,0,0,11,1
1954221,28,15,1985,3,male,352,1,0,11,0,0,0,11,0
1175839,37,13,1976,5,male,627,1,1,11,1,0,0,11,1
1196827,28,21,1985,2,female,314,1,1,11,0,6,0,5,0
2060785,20,19,1993,12,male,267,1,0,11,0,11,0,0,0
1001050,22,30,1991,7,male,493,1,1,11,0,11,0,0,0
1606304,25,1,1988,1,male,210,1,1,11,1,11,1,0,0
1688520,28,17,1985,6,male,171,1,1,11,0,11,0,0,0
1705796,31,14,1982,6,male,105,1,1,11,0,11,0,0,0
2039959,29,15,1984,7,male,1115,1,1,11,2,11,2,0,0
1348974,33,1,1980,1,male,274,1,1,11,3,11,1,0,2
1093218,44,1,1969,3,male,86,1,0,12,0,0,0,12,0
1059186,34,10,1979,9,male,15,1,0,12,2,0,0,12,2
1859478,46,2,1967,12,male,26,1,1,12,7,0,0,12,7
2130854,15,14,1998,3,female,35,1,1,12,11,11,10,1,1
1957707,22,11,1991,1,male,1365,1,1,12,1,12,1,0,0
2073470,29,7,1984,8,female,276,1,1,12,3,12,3,0,0
1927134,25,22,1988,4,female,279,1,1,12,23,12,23,0,0
1704251,19,29,1994,9,male,180,1,0,13,0,0,0,13,0
1831989,47,17,1966,4,male,50,1,1,13,3,9,3,4,0
1603558,49,26,1964,11,female,240,1,1,13,0,10,0,3,0
1459482,19,24,1994,8,male,432,1,1,13,2,13,2,0,0
1244715,68,15,1945,10,male,228,1,1,13,0,13,0,0,0
1215458,28,27,1985,3,male,261,1,1,13,6,13,5,0,1
2010080,28,1,1985,3,male,387,1,0,13,17,13,10,0,7
1335383,19,16,1994,7,male,518,1,0,14,0,0,0,14,0
1658107,21,12,1992,4,male,802,1,1,14,84,10,67,4,17
2091307,25,9,1988,7,female,463,1,1,14,0,12,0,2,0
1651248,26,15,1987,5,female,1231,1,1,14,3,12,3,2,0
1475153,22,1,1991,1,female,415,1,0,14,2,14,2,0,0
1255366,36,7,1977,4,male,235,1,1,14,1,14,1,0,0
1671157,18,1,1995,1,male,28,1,1,14,6,14,6,0,0
1704557,45,3,1968,8,female,63,1,1,14,9,14,9,0,0
1844412,24,7,1989,12,male,316,1,1,15,0,0,0,15,0
1803741,29,20,1984,1,male,444,1,1,15,0,0,0,15,0
1490642,31,12,1982,5,male,256,1,1,15,2,0,1,15,1
1598552,25,1,1988,8,male,459,1,1,15,9,10,6,5,3
1281920,24,10,1989,5,female,160,1,0,15,17,6,17,9,0
2184666,29,18,1984,10,male,57,1,1,15,0,14,0,1,0
1412432,32,14,1981,9,female,186,1,0,15,1,13,1,2,0
1008163,26,20,1987,9,male,41,1,1,15,1,15,1,0,0
1806794,32,1,1981,3,female,632,1,0,15,0,15,0,0,0
1341015,17,13,1996,5,male,1,1,1,15,6,15,0,0,6
1712480,46,4,1967,6,male,370,1,1,16,0,0,0,16,0
1087874,21,23,1992,1,male,255,1,1,16,3,2,2,14,1
1278580,35,27,1978,5,male,62,1,0,16,4,0,0,16,4
1543150,45,8,1968,1,female,382,1,0,16,9,2,2,14,7
1857107,26,4,1987,5,male,116,1,1,16,0,7,0,9,0
1259476,28,6,1985,12,male,115,1,1,16,1,10,1,6,0
1189529,29,22,1984,1,male,318,1,1,16,0,16,0,0,0
1341077,37,1,1976,1,male,210,1,1,17,1,0,0,17,1
1387148,50,5,1963,4,male,901,1,0,17,1,0,0,17,1
1923710,36,3,1977,1,male,44,1,1,17,24,0,0,17,24
1518918,43,24,1970,8,male,372,1,0,17,18,0,0,17,18
1877483,32,8,1981,1,female,1122,1,1,17,0,17,0,0,0
1661046,48,27,1965,8,female,485,1,1,18,0,0,0,18,0
1254768,24,13,1989,2,female,5,1,1,18,4,0,2,18,2
1447661,37,15,1976,2,female,420,1,1,18,4,9,4,9,0
1541922,21,27,1992,9,male,186,1,1,18,9,16,9,2,0
1690369,21,31,1992,8,male,507,1,1,18,3,18,0,0,3
1232132,27,8,1986,1,male,101,1,1,18,4,18,4,0,0
1260852,35,18,1978,8,female,656,1,1,18,12,18,11,0,1
1291532,14,12,1999,6,male,1,1,1,19,3,0,2,19,1
1260623,53,5,1960,10,male,345,1,1,19,3,0,1,19,2
1205665,23,8,1990,5,female,99,1,0,19,1,6,1,13,0
1798560,22,19,1991,3,male,143,1,0,20,43,0,8,20,35
1518803,36,29,1977,12,female,571,1,0,20,25,20,18,0,7
2134315,25,7,1988,7,female,694,1,1,21,8,21,8,0,0
1590366,18,12,1995,11,female,199,1,0,21,41,21,27,0,14
2007256,23,15,1990,9,male,29,1,1,22,0,0,0,22,0
1672371,39,17,1974,9,male,481,1,1,22,0,0,0,22,0
1406450,16,10,1997,11,female,123,1,1,22,0,22,0,0,0
1482211,20,22,1993,4,female,837,1,1,22,1,22,0,0,1
1222725,49,2,1964,1,male,29,1,1,22,12,22,8,0,4
1183424,40,14,1973,1,male,254,1,0,23,2,23,0,0,2
1621195,45,1,1968,5,male,648,1,1,24,5,22,1,2,4
1852144,17,5,1996,2,male,83,1,1,24,23,23,22,1,1
1648600,25,3,1988,10,female,38,1,1,24,9,24,9,0,0
2055095,18,18,1995,9,male,26,1,1,25,6,21,6,4,0
1268548,45,1,1968,1,male,1462,1,1,25,3,25,1,0,2
1047447,36,20,1977,3,female,598,1,1,26,6,4,0,22,6
1786433,14,29,1999,12,female,247,1,1,26,0,26,0,0,0
1931651,29,27,1984,7,male,1385,1,1,27,0,1,0,26,0
1313775,38,4,1975,12,male,189,1,1,27,0,1,0,26,0
1821050,26,6,1987,9,male,84,1,1,28,0,1,0,27,0
1325886,23,2,1990,1,male,268,1,1,29,2,29,1,0,1
1982461,22,12,1991,7,male,161,1,1,31,1,0,1,31,0
1874301,30,18,1983,11,male,357,1,1,30,0,0,0,30,0
1960362,19,16,1994,3,female,367,1,1,30,22,0,14,30,8
1903073,52,8,1961,8,male,164,1,0,30,66,0,5,30,61
1942752,18,5,1995,5,female,235,1,1,31,2,19,1,12,1
1801457,21,11,1992,9,male,57,1,1,30,3,30,3,0,0
1837328,25,5,1988,5,male,254,1,1,30,0,30,0,0,0
1788081,51,13,1962,1,female,1501,1,1,31,10,31,9,0,1
1013701,19,2,1994,1,female,115,1,1,31,230,31,125,0,105
1883287,26,2,1987,5,male,545,1,1,32,5,15,3,17,2
2141936,53,31,1960,12,male,25,1,0,32,1,23,0,9,1
1514306,26,9,1987,4,female,555,1,1,32,2,32,2,0,0
1593178,34,1,1979,9,male,92,1,0,32,12,32,12,0,0
1901587,30,19,1983,11,male,678,1,1,33,10,8,1,25,9
1027080,25,1,1988,11,male,26,1,1,33,4,33,0,0,4
1159469,21,22,1992,10,female,198,1,1,33,16,33,3,0,13
1831930,26,21,1987,12,female,312,1,0,34,1,0,0,34,1
1227706,23,6,1990,11,male,449,1,1,34,23,0,4,34,19
2112679,60,2,1953,6,male,665,1,0,36,3,0,3,36,0
2010033,40,8,1973,3,male,102,1,1,36,21,0,0,36,21
1951579,28,21,1985,6,male,328,1,1,36,8,36,5,0,3
1921368,23,1,1990,1,male,310,1,1,37,0,37,0,0,0
1457315,37,27,1976,12,male,428,1,1,37,0,37,0,0,0
1872280,37,6,1976,5,male,129,1,1,38,6,0,6,38,0
2125695,19,15,1994,5,female,30,1,1,38,8,0,4,38,4
1882947,35,1,1978,1,male,376,1,1,39,2,39,2,0,0
2036360,108,1,1905,1,male,1723,1,1,40,2,5,2,35,0
1749301,25,1,1988,1,male,85,1,1,40,22,40,22,0,0
1402561,14,10,1999,2,female,202,1,1,41,1,0,0,41,1
1145719,17,10,1996,10,male,10,1,1,41,11,36,2,5,9
2172359,41,1,1972,4,male,608,1,1,41,9,41,7,0,2
2190999,18,4,1995,8,male,902,1,0,44,3,6,1,38,2
1556610,19,11,1994,5,female,147,1,1,43,156,0,13,43,143
1405634,37,26,1976,1,male,58,1,0,43,0,43,0,0,0
1602849,38,29,1975,7,male,415,1,1,44,3,44,3,0,0
2149976,47,13,1966,8,male,196,1,1,46,0,0,0,46,0
1972054,40,20,1973,1,female,697,1,1,46,71,34,44,12,27
1982711,19,1,1994,8,male,133,1,1,46,7,46,7,0,0
1096555,40,5,1973,5,female,10,1,1,47,1,47,1,0,0
1686791,21,11,1992,2,male,62,1,1,49,18,48,14,1,4
1367376,43,17,1970,7,male,325,1,0,50,2,0,0,50,2
1942621,33,1,1980,10,male,141,1,1,50,60,38,15,12,45
1330218,22,29,1991,10,female,327,1,1,53,5,0,0,53,5
2015402,43,4,1970,6,male,295,1,1,52,0,0,0,52,0
1406761,18,1,1995,1,female,387,1,0,53,4,21,1,32,3
